BookingUUID;to_Travel_TravelUUID;BookingID;BookingDate;to_Customer_CustomerID;to_Carrier_AirlineID;ConnectionID;FlightDate;FlightPrice;CurrencyCode_code;BookingStatus_code;LastChangedAt
95757221A8E4645C17002DF03754AB66;56657221A8E4645C17002DF03754AB66;0012;2025-11-24;000203;GA;0322;2025-12-14;438.00;USD;N;2025-01-30T15:57:59Z
96757221A8E4645C17002DF03754AB66;57657221A8E4645C17002DF03754AB66;0001;2025-01-25;000138;SW;1537;2025-02-14;438.00;USD;N;2025-02-09T02:09:43Z
97757221A8E4645C17002DF03754AB66;57657221A8E4645C17002DF03754AB66;0002;2025-01-25;000399;SW;1537;2025-02-14;438.00;USD;N;2025-02-09T02:09:43Z
98757221A8E4645C17002DF03754AB66;57657221A8E4645C17002DF03754AB66;0003;2025-01-25;000723;SW;1537;2025-02-14;438.00;USD;N;2025-02-09T02:09:43Z
99757221A8E4645C17002DF03754AB66;57657221A8E4645C17002DF03754AB66;0004;2025-01-27;000138;GA;0322;2025-02-16;438.00;USD;N;2025-02-09T02:09:43Z
9A757221A8E4645C17002DF03754AB66;57657221A8E4645C17002DF03754AB66;0005;2025-01-27;000399;GA;0322;2025-02-16;438.00;USD;N;2025-02-09T02:09:43Z
9B757221A8E4645C17002DF03754AB66;57657221A8E4645C17002DF03754AB66;0006;2025-01-27;000723;GA;0322;2025-02-16;438.00;USD;N;2025-02-09T02:09:43Z
9C757221A8E4645C17002DF03754AB66;57657221A8E4645C17002DF03754AB66;0007;2025-12-09;000138;SW;1537;2025-12-12;438.00;USD;X;2025-02-09T02:09:43Z
9D757221A8E4645C17002DF03754AB66;57657221A8E4645C17002DF03754AB66;0008;2025-12-09;000399;SW;1537;2025-12-12;438.00;USD;N;2025-02-09T02:09:43Z
9E757221A8E4645C17002DF03754AB66;57657221A8E4645C17002DF03754AB66;0009;2025-12-09;000723;SW;1537;2025-12-12;438.00;USD;N;2025-02-09T02:09:43Z
9F757221A8E4645C17002DF03754AB66;57657221A8E4645C17002DF03754AB66;0010;2025-11-29;000138;GA;0322;2025-12-14;438.00;USD;N;2025-02-09T02:09:43Z
A0757221A8E4645C17002DF03754AB66;57657221A8E4645C17002DF03754AB66;0011;2025-11-29;000399;GA;0322;2025-12-14;438.00;USD;N;2025-02-09T02:09:43Z
A1757221A8E4645C17002DF03754AB66;57657221A8E4645C17002DF03754AB66;0012;2025-11-29;000723;GA;0322;2025-12-14;438.00;USD;N;2025-02-09T02:09:43Z
A2757221A8E4645C17002DF03754AB66;58657221A8E4645C17002DF03754AB66;0001;2025-01-25;000698;SW;1537;2025-02-14;438.00;USD;N;2025-01-30T06:57:06Z
A3757221A8E4645C17002DF03754AB66;58657221A8E4645C17002DF03754AB66;0002;2025-01-25;000726;SW;1537;2025-02-14;438.00;USD;N;2025-01-30T06:57:06Z
A4757221A8E4645C17002DF03754AB66;58657221A8E4645C17002DF03754AB66;0003;2025-01-25;000703;SW;1537;2025-02-14;438.00;USD;N;2025-01-30T06:57:06Z
A5757221A8E4645C17002DF03754AB66;58657221A8E4645C17002DF03754AB66;0004;2025-01-27;000698;GA;0322;2025-02-16;438.00;USD;N;2025-01-30T06:57:06Z
A6757221A8E4645C17002DF03754AB66;58657221A8E4645C17002DF03754AB66;0005;2025-01-27;000726;GA;0322;2025-02-16;438.00;USD;X;2025-01-30T06:57:06Z
A7757221A8E4645C17002DF03754AB66;58657221A8E4645C17002DF03754AB66;0006;2025-01-27;000703;GA;0322;2025-02-16;438.00;USD;N;2025-01-30T06:57:06Z
A8757221A8E4645C17002DF03754AB66;59657221A8E4645C17002DF03754AB66;0001;2025-01-25;000115;SW;1537;2025-02-14;455.00;USD;N;2025-01-15T13:48:17Z
A9757221A8E4645C17002DF03754AB66;59657221A8E4645C17002DF03754AB66;0002;2025-01-25;000529;SW;1537;2025-02-14;455.00;USD;N;2025-01-15T13:48:17Z
GA757221A8E4645C17002DF03754AB66;59657221A8E4645C17002DF03754AB66;0003;2025-01-25;000707;SW;1537;2025-02-14;455.00;USD;N;2025-01-15T13:48:17Z
AB757221A8E4645C17002DF03754AB66;59657221A8E4645C17002DF03754AB66;0004;2025-02-14;000115;GA;0322;2025-02-16;438.00;USD;N;2025-01-15T13:48:17Z
AC757221A8E4645C17002DF03754AB66;59657221A8E4645C17002DF03754AB66;0005;2025-02-14;000529;GA;0322;2025-02-16;438.00;USD;N;2025-01-15T13:48:17Z
AD757221A8E4645C17002DF03754AB66;59657221A8E4645C17002DF03754AB66;0006;2025-02-14;000707;GA;0322;2025-02-16;438.00;USD;N;2025-01-15T13:48:17Z
AE757221A8E4645C17002DF03754AB66;59657221A8E4645C17002DF03754AB66;0007;2025-12-02;000115;SW;1537;2025-12-12;438.00;USD;N;2025-01-15T13:48:17Z
AF757221A8E4645C17002DF03754AB66;59657221A8E4645C17002DF03754AB66;0008;2025-12-02;000529;SW;1537;2025-12-12;438.00;USD;N;2025-01-15T13:48:17Z
B0757221A8E4645C17002DF03754AB66;59657221A8E4645C17002DF03754AB66;0009;2025-12-02;000707;SW;1537;2025-12-12;438.00;USD;X;2025-01-15T13:48:17Z
B1757221A8E4645C17002DF03754AB66;59657221A8E4645C17002DF03754AB66;0010;2025-11-28;000115;GA;0322;2025-12-14;438.00;USD;N;2025-01-15T13:48:17Z
B2757221A8E4645C17002DF03754AB66;59657221A8E4645C17002DF03754AB66;0011;2025-11-28;000529;GA;0322;2025-12-14;438.00;USD;N;2025-01-15T13:48:17Z
B3757221A8E4645C17002DF03754AB66;59657221A8E4645C17002DF03754AB66;0012;2025-11-28;000707;GA;0322;2025-12-14;438.00;USD;N;2025-01-15T13:48:17Z
B4757221A8E4645C17002DF03754AB66;5A657221A8E4645C17002DF03754AB66;0001;2025-01-29;000697;SW;1537;2025-02-14;455.00;USD;B;2025-01-24T22:25:06Z
B5757221A8E4645C17002DF03754AB66;5A657221A8E4645C17002DF03754AB66;0002;2025-02-10;000697;GA;0322;2025-02-16;455.00;USD;B;2025-01-24T22:25:06Z
B6757221A8E4645C17002DF03754AB66;5B657221A8E4645C17002DF03754AB66;0001;2025-02-12;000080;SW;1537;2025-02-14;455.00;USD;N;2025-01-21T23:47:52Z
B7757221A8E4645C17002DF03754AB66;5B657221A8E4645C17002DF03754AB66;0002;2025-02-12;000354;SW;1537;2025-02-14;455.00;USD;N;2025-01-21T23:47:52Z
B8757221A8E4645C17002DF03754AB66;5C657221A8E4645C17002DF03754AB66;0001;2025-02-14;000583;SW;1537;2025-02-14;455.00;USD;N;2025-01-31T03:39:47Z
B9757221A8E4645C17002DF03754AB66;5C657221A8E4645C17002DF03754AB66;0002;2025-02-14;000217;SW;1537;2025-02-14;455.00;USD;N;2025-01-31T03:39:47Z
BA757221A8E4645C17002DF03754AB66;5C657221A8E4645C17002DF03754AB66;0003;2025-02-14;000104;SW;1537;2025-02-14;455.00;USD;X;2025-01-31T03:39:47Z
BB757221A8E4645C17002DF03754AB66;5C657221A8E4645C17002DF03754AB66;0004;2025-02-08;000583;GA;0322;2025-02-16;455.00;USD;N;2025-01-31T03:39:47Z
BC757221A8E4645C17002DF03754AB66;5C657221A8E4645C17002DF03754AB66;0005;2025-02-08;000217;GA;0322;2025-02-16;455.00;USD;N;2025-01-31T03:39:47Z
BD757221A8E4645C17002DF03754AB66;5C657221A8E4645C17002DF03754AB66;0006;2025-02-08;000104;GA;0322;2025-02-16;455.00;USD;N;2025-01-31T03:39:47Z
BE757221A8E4645C17002DF03754AB66;5C657221A8E4645C17002DF03754AB66;0007;2025-12-10;000583;SW;1537;2025-12-12;438.00;USD;N;2025-01-31T03:39:47Z
BF757221A8E4645C17002DF03754AB66;5C657221A8E4645C17002DF03754AB66;0008;2025-12-10;000217;SW;1537;2025-12-12;438.00;USD;N;2025-01-31T03:39:47Z
C0757221A8E4645C17002DF03754AB66;5C657221A8E4645C17002DF03754AB66;0009;2025-12-10;000104;SW;1537;2025-12-12;438.00;USD;N;2025-01-31T03:39:47Z
C1757221A8E4645C17002DF03754AB66;5D657221A8E4645C17002DF03754AB66;0001;2025-01-26;000004;SW;1537;2025-02-14;473.00;USD;B;2025-02-11T23:50:12Z
C2757221A8E4645C17002DF03754AB66;5D657221A8E4645C17002DF03754AB66;0002;2025-01-26;000308;SW;1537;2025-02-14;473.00;USD;B;2025-02-11T23:50:12Z
C3757221A8E4645C17002DF03754AB66;5D657221A8E4645C17002DF03754AB66;0003;2025-02-03;000004;GA;0322;2025-02-16;455.00;USD;B;2025-02-11T23:50:12Z
C4757221A8E4645C17002DF03754AB66;5D657221A8E4645C17002DF03754AB66;0004;2025-02-03;000308;GA;0322;2025-02-16;455.00;USD;X;2025-02-11T23:50:12Z
C5757221A8E4645C17002DF03754AB66;5E657221A8E4645C17002DF03754AB66;0001;2025-01-29;000082;SW;1537;2025-02-14;490.00;USD;N;2025-01-17T22:40:23Z
C6757221A8E4645C17002DF03754AB66;5F657221A8E4645C17002DF03754AB66;0001;2025-01-27;000466;SW;1537;2025-02-14;490.00;USD;N;2025-01-18T11:44:28Z
C7757221A8E4645C17002DF03754AB66;5F657221A8E4645C17002DF03754AB66;0002;2025-01-27;000577;SW;1537;2025-02-14;490.00;USD;N;2025-01-18T11:44:28Z
C8757221A8E4645C17002DF03754AB66;5F657221A8E4645C17002DF03754AB66;0003;2025-01-27;000466;GA;0322;2025-02-16;455.00;USD;N;2025-01-18T11:44:28Z
C9757221A8E4645C17002DF03754AB66;5F657221A8E4645C17002DF03754AB66;0004;2025-01-27;000577;GA;0322;2025-02-16;455.00;USD;N;2025-01-18T11:44:28Z
CA757221A8E4645C17002DF03754AB66;5F657221A8E4645C17002DF03754AB66;0005;2025-12-02;000466;SW;1537;2025-12-12;438.00;USD;N;2025-01-18T11:44:28Z
CB757221A8E4645C17002DF03754AB66;5F657221A8E4645C17002DF03754AB66;0006;2025-12-02;000577;SW;1537;2025-12-12;438.00;USD;N;2025-01-18T11:44:28Z
CC757221A8E4645C17002DF03754AB66;60657221A8E4645C17002DF03754AB66;0001;2025-02-01;000640;SW;1537;2025-02-14;490.00;USD;B;2025-01-24T19:39:10Z
CD757221A8E4645C17002DF03754AB66;60657221A8E4645C17002DF03754AB66;0002;2025-02-01;000699;SW;1537;2025-02-14;490.00;USD;B;2025-01-24T19:39:10Z
CE757221A8E4645C17002DF03754AB66;60657221A8E4645C17002DF03754AB66;0003;2025-02-01;000367;SW;1537;2025-02-14;490.00;USD;X;2025-01-24T19:39:10Z
CF757221A8E4645C17002DF03754AB66;60657221A8E4645C17002DF03754AB66;0004;2025-01-31;000640;GA;0322;2025-02-16;473.00;USD;B;2025-01-24T19:39:10Z
D0757221A8E4645C17002DF03754AB66;60657221A8E4645C17002DF03754AB66;0005;2025-01-31;000699;GA;0322;2025-02-16;473.00;USD;B;2025-01-24T19:39:10Z
D1757221A8E4645C17002DF03754AB66;60657221A8E4645C17002DF03754AB66;0006;2025-01-31;000367;GA;0322;2025-02-16;473.00;USD;B;2025-01-24T19:39:10Z
D2757221A8E4645C17002DF03754AB66;60657221A8E4645C17002DF03754AB66;0007;2025-12-12;000640;SW;1537;2025-12-12;455.00;USD;B;2025-01-24T19:39:10Z
D3757221A8E4645C17002DF03754AB66;60657221A8E4645C17002DF03754AB66;0008;2025-12-12;000699;SW;1537;2025-12-12;455.00;USD;B;2025-01-24T19:39:10Z
D4757221A8E4645C17002DF03754AB66;60657221A8E4645C17002DF03754AB66;0009;2025-12-12;000367;SW;1537;2025-12-12;455.00;USD;B;2025-01-24T19:39:10Z
D5757221A8E4645C17002DF03754AB66;60657221A8E4645C17002DF03754AB66;0010;2025-12-07;000640;GA;0322;2025-12-14;438.00;USD;B;2025-01-24T19:39:10Z
D6757221A8E4645C17002DF03754AB66;60657221A8E4645C17002DF03754AB66;0011;2025-12-07;000699;GA;0322;2025-12-14;438.00;USD;B;2025-01-24T19:39:10Z
D7757221A8E4645C17002DF03754AB66;60657221A8E4645C17002DF03754AB66;0012;2025-12-07;000367;GA;0322;2025-12-14;438.00;USD;B;2025-01-24T19:39:10Z
D8757221A8E4645C17002DF03754AB66;61657221A8E4645C17002DF03754AB66;0001;2025-01-28;000478;SW;1537;2025-02-14;508.00;USD;X;2025-02-07T03:42:47Z
D9757221A8E4645C17002DF03754AB66;61657221A8E4645C17002DF03754AB66;0002;2025-01-28;000581;SW;1537;2025-02-14;508.00;USD;N;2025-02-07T03:42:47Z
DA757221A8E4645C17002DF03754AB66;61657221A8E4645C17002DF03754AB66;0003;2025-01-28;000026;SW;1537;2025-02-14;508.00;USD;N;2025-02-07T03:42:47Z
DB757221A8E4645C17002DF03754AB66;61657221A8E4645C17002DF03754AB66;0004;2025-02-12;000478;GA;0322;2025-02-16;490.00;USD;N;2025-02-07T03:42:47Z
DC757221A8E4645C17002DF03754AB66;61657221A8E4645C17002DF03754AB66;0005;2025-02-12;000581;GA;0322;2025-02-16;490.00;USD;N;2025-02-07T03:42:47Z
DD757221A8E4645C17002DF03754AB66;61657221A8E4645C17002DF03754AB66;0006;2025-02-12;000026;GA;0322;2025-02-16;490.00;USD;N;2025-02-07T03:42:47Z
DE757221A8E4645C17002DF03754AB66;61657221A8E4645C17002DF03754AB66;0007;2025-11-23;000478;SW;1537;2025-12-12;455.00;USD;N;2025-02-07T03:42:47Z
DF757221A8E4645C17002DF03754AB66;61657221A8E4645C17002DF03754AB66;0008;2025-11-23;000581;SW;1537;2025-12-12;455.00;USD;N;2025-02-07T03:42:47Z
E0757221A8E4645C17002DF03754AB66;61657221A8E4645C17002DF03754AB66;0009;2025-11-23;000026;SW;1537;2025-12-12;455.00;USD;N;2025-02-07T03:42:47Z
E1757221A8E4645C17002DF03754AB66;61657221A8E4645C17002DF03754AB66;0010;2025-11-30;000478;GA;0322;2025-12-14;455.00;USD;N;2025-02-07T03:42:47Z
E2757221A8E4645C17002DF03754AB66;61657221A8E4645C17002DF03754AB66;0011;2025-11-30;000581;GA;0322;2025-12-14;455.00;USD;X;2025-02-07T03:42:47Z
E3757221A8E4645C17002DF03754AB66;61657221A8E4645C17002DF03754AB66;0012;2025-11-30;000026;GA;0322;2025-12-14;455.00;USD;N;2025-02-07T03:42:47Z
E4757221A8E4645C17002DF03754AB66;62657221A8E4645C17002DF03754AB66;0001;2025-01-31;000264;SW;1537;2025-02-14;525.00;USD;N;2025-02-03T10:16:52Z
E5757221A8E4645C17002DF03754AB66;62657221A8E4645C17002DF03754AB66;0002;2025-01-31;000619;SW;1537;2025-02-14;525.00;USD;N;2025-02-03T10:16:52Z
E6757221A8E4645C17002DF03754AB66;62657221A8E4645C17002DF03754AB66;0003;2025-02-08;000264;GA;0322;2025-02-16;490.00;USD;N;2025-02-03T10:16:52Z
E7757221A8E4645C17002DF03754AB66;62657221A8E4645C17002DF03754AB66;0004;2025-02-08;000619;GA;0322;2025-02-16;490.00;USD;N;2025-02-03T10:16:52Z
E8757221A8E4645C17002DF03754AB66;62657221A8E4645C17002DF03754AB66;0005;2025-11-27;000264;SW;1537;2025-12-12;455.00;USD;N;2025-02-03T10:16:52Z
E9757221A8E4645C17002DF03754AB66;62657221A8E4645C17002DF03754AB66;0006;2025-11-27;000619;SW;1537;2025-12-12;455.00;USD;N;2025-02-03T10:16:52Z
EA757221A8E4645C17002DF03754AB66;62657221A8E4645C17002DF03754AB66;0007;2025-11-29;000264;GA;0322;2025-12-14;455.00;USD;N;2025-02-03T10:16:52Z
EB757221A8E4645C17002DF03754AB66;62657221A8E4645C17002DF03754AB66;0008;2025-11-29;000619;GA;0322;2025-12-14;455.00;USD;N;2025-02-03T10:16:52Z
EC757221A8E4645C17002DF03754AB66;63657221A8E4645C17002DF03754AB66;0001;2025-01-30;000155;SW;1537;2025-02-14;525.00;USD;X;2025-02-06T21:05:59Z
ED757221A8E4645C17002DF03754AB66;63657221A8E4645C17002DF03754AB66;0002;2025-02-07;000155;GA;0322;2025-02-16;508.00;USD;N;2025-02-06T21:05:59Z
EE757221A8E4645C17002DF03754AB66;63657221A8E4645C17002DF03754AB66;0003;2025-12-04;000155;SW;1537;2025-12-12;473.00;USD;N;2025-02-06T21:05:59Z
EF757221A8E4645C17002DF03754AB66;63657221A8E4645C17002DF03754AB66;0004;2025-12-06;000155;GA;0322;2025-12-14;455.00;USD;N;2025-02-06T21:05:59Z
F0757221A8E4645C17002DF03754AB66;64657221A8E4645C17002DF03754AB66;0001;2025-02-01;000680;SW;1537;2025-02-14;525.00;USD;N;2025-02-05T19:41:07Z
F1757221A8E4645C17002DF03754AB66;64657221A8E4645C17002DF03754AB66;0002;2025-02-01;000497;SW;1537;2025-02-14;525.00;USD;N;2025-02-05T19:41:07Z
F2757221A8E4645C17002DF03754AB66;64657221A8E4645C17002DF03754AB66;0003;2025-02-01;000495;SW;1537;2025-02-14;525.00;USD;N;2025-02-05T19:41:07Z
F3757221A8E4645C17002DF03754AB66;64657221A8E4645C17002DF03754AB66;0004;2025-02-13;000680;GA;0322;2025-02-16;508.00;USD;N;2025-02-05T19:41:07Z
F4757221A8E4645C17002DF03754AB66;64657221A8E4645C17002DF03754AB66;0005;2025-02-13;000497;GA;0322;2025-02-16;508.00;USD;N;2025-02-05T19:41:07Z
F5757221A8E4645C17002DF03754AB66;64657221A8E4645C17002DF03754AB66;0006;2025-02-13;000495;GA;0322;2025-02-16;508.00;USD;N;2025-02-05T19:41:07Z
F6757221A8E4645C17002DF03754AB66;64657221A8E4645C17002DF03754AB66;0007;2025-12-09;000680;SW;1537;2025-12-12;473.00;USD;X;2025-02-05T19:41:07Z
F7757221A8E4645C17002DF03754AB66;64657221A8E4645C17002DF03754AB66;0008;2025-12-09;000497;SW;1537;2025-12-12;473.00;USD;N;2025-02-05T19:41:07Z
F8757221A8E4645C17002DF03754AB66;64657221A8E4645C17002DF03754AB66;0009;2025-12-09;000495;SW;1537;2025-12-12;473.00;USD;N;2025-02-05T19:41:07Z
F9757221A8E4645C17002DF03754AB66;64657221A8E4645C17002DF03754AB66;0010;2025-12-08;000680;GA;0322;2025-12-14;455.00;USD;N;2025-02-05T19:41:07Z
FA757221A8E4645C17002DF03754AB66;64657221A8E4645C17002DF03754AB66;0011;2025-12-08;000497;GA;0322;2025-12-14;455.00;USD;N;2025-02-05T19:41:07Z
FB757221A8E4645C17002DF03754AB66;64657221A8E4645C17002DF03754AB66;0012;2025-12-08;000495;GA;0322;2025-12-14;455.00;USD;N;2025-02-05T19:41:07Z
FC757221A8E4645C17002DF03754AB66;65657221A8E4645C17002DF03754AB66;0001;2025-01-31;000291;SW;1537;2025-02-14;543.00;USD;N;2025-02-07T23:57:29Z
FD757221A8E4645C17002DF03754AB66;66657221A8E4645C17002DF03754AB66;0001;2025-01-29;000540;SW;1537;2025-02-14;560.00;USD;N;2025-01-20T15:26:07Z
FE757221A8E4645C17002DF03754AB66;66657221A8E4645C17002DF03754AB66;0002;2025-02-16;000540;GA;0322;2025-02-16;525.00;USD;N;2025-01-20T15:26:07Z
FF757221A8E4645C17002DF03754AB66;66657221A8E4645C17002DF03754AB66;0003;2025-12-06;000540;SW;1537;2025-12-12;490.00;USD;N;2025-01-20T15:26:07Z
00767221A8E4645C17002DF03754AB66;66657221A8E4645C17002DF03754AB66;0004;2025-12-09;000540;GA;0322;2025-12-14;473.00;USD;X;2025-01-20T15:26:07Z
01767221A8E4645C17002DF03754AB66;67657221A8E4645C17002DF03754AB66;0001;2025-01-27;000542;SW;1537;2025-02-14;560.00;USD;B;2025-01-30T00:45:03Z
02767221A8E4645C17002DF03754AB66;67657221A8E4645C17002DF03754AB66;0002;2025-02-16;000542;GA;0322;2025-02-16;525.00;USD;B;2025-01-30T00:45:03Z
03767221A8E4645C17002DF03754AB66;67657221A8E4645C17002DF03754AB66;0003;2025-12-09;000542;SW;1537;2025-12-12;490.00;USD;B;2025-01-30T00:45:03Z
04767221A8E4645C17002DF03754AB66;67657221A8E4645C17002DF03754AB66;0004;2025-12-12;000542;GA;0322;2025-12-14;490.00;USD;B;2025-01-30T00:45:03Z
05767221A8E4645C17002DF03754AB66;68657221A8E4645C17002DF03754AB66;0001;2025-01-25;000346;SW;1537;2025-02-14;560.00;USD;N;2025-02-02T20:11:24Z
06767221A8E4645C17002DF03754AB66;68657221A8E4645C17002DF03754AB66;0002;2025-01-25;000286;SW;1537;2025-02-14;560.00;USD;N;2025-02-02T20:11:24Z
07767221A8E4645C17002DF03754AB66;68657221A8E4645C17002DF03754AB66;0003;2025-01-25;000308;SW;1537;2025-02-14;560.00;USD;N;2025-02-02T20:11:24Z
08767221A8E4645C17002DF03754AB66;68657221A8E4645C17002DF03754AB66;0004;2025-01-30;000346;GA;0322;2025-02-16;543.00;USD;N;2025-02-02T20:11:24Z
09767221A8E4645C17002DF03754AB66;68657221A8E4645C17002DF03754AB66;0005;2025-01-30;000286;GA;0322;2025-02-16;543.00;USD;N;2025-02-02T20:11:24Z
0A767221A8E4645C17002DF03754AB66;68657221A8E4645C17002DF03754AB66;0006;2025-01-30;000308;GA;0322;2025-02-16;543.00;USD;X;2025-02-02T20:11:24Z
0B767221A8E4645C17002DF03754AB66;68657221A8E4645C17002DF03754AB66;0007;2025-11-25;000346;SW;1537;2025-12-12;490.00;USD;N;2025-02-02T20:11:24Z
0C767221A8E4645C17002DF03754AB66;68657221A8E4645C17002DF03754AB66;0008;2025-11-25;000286;SW;1537;2025-12-12;490.00;USD;N;2025-02-02T20:11:24Z
0D767221A8E4645C17002DF03754AB66;68657221A8E4645C17002DF03754AB66;0009;2025-11-25;000308;SW;1537;2025-12-12;490.00;USD;N;2025-02-02T20:11:24Z
0E767221A8E4645C17002DF03754AB66;68657221A8E4645C17002DF03754AB66;0010;2025-11-30;000346;GA;0322;2025-12-14;490.00;USD;N;2025-02-02T20:11:24Z
0F767221A8E4645C17002DF03754AB66;68657221A8E4645C17002DF03754AB66;0011;2025-11-30;000286;GA;0322;2025-12-14;490.00;USD;N;2025-02-02T20:11:24Z
10767221A8E4645C17002DF03754AB66;68657221A8E4645C17002DF03754AB66;0012;2025-11-30;000308;GA;0322;2025-12-14;490.00;USD;N;2025-02-02T20:11:24Z
11767221A8E4645C17002DF03754AB66;69657221A8E4645C17002DF03754AB66;0001;2025-02-12;000478;SW;1537;2025-02-14;595.00;USD;N;2025-01-31T22:26:29Z
12767221A8E4645C17002DF03754AB66;69657221A8E4645C17002DF03754AB66;0002;2025-02-10;000478;GA;0322;2025-02-16;560.00;USD;N;2025-01-31T22:26:29Z
13767221A8E4645C17002DF03754AB66;69657221A8E4645C17002DF03754AB66;0003;2025-11-26;000478;SW;1537;2025-12-12;490.00;USD;N;2025-01-31T22:26:29Z
14767221A8E4645C17002DF03754AB66;69657221A8E4645C17002DF03754AB66;0004;2025-11-25;000478;GA;0322;2025-12-14;490.00;USD;X;2025-01-31T22:26:29Z
